"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Max. (°C)","Air Temp. Avg. (°C)","Humidity Min. (%)","Humidity Max. (%)","Humidity Avg. (%)","Precip. Accumulated (mm)","Precip. (mm)","Wind Speed 2 m Avg. (km/h)","Wind Speed 10 m Avg. (km/h)"
"Blackie AGCM","24-September-2012","2.540","25.020","12.112","23.240","91.500","59.773","184.300","0.000","5.458",""
"Blackie AGCM","25-September-2012","1.845","21.910","10.452","31.700","93.300","72.797","188.500","4.200","9.329",""
"Blackie AGCM","26-September-2012","5.032","18.450","11.239","45.450","95.300","78.628","189.000","0.500","6.377",""
"Blackie AGCM","27-September-2012","-1.087","21.900","10.164","32.530","97.700","72.082","189.100","0.100","7.021",""
"Blackie AGCM","28-September-2012","-1.320","29.060","12.579","14.610","97.700","59.836","189.100","0.000","4.050",""
"Blackie AGCM","29-September-2012","6.426","22.860","13.263","27.620","81.100","57.108","189.100","0.000","6.015",""
"Blackie AGCM","30-September-2012","4.077","17.560","10.195","33.540","84.400","62.365","189.100","0.000","7.705",""
"Blackie AGCM","01-October-2012","-1.171","24.060","12.542","18.500","95.100","55.133","189.100","0.000","10.407",""
"Blackie AGCM","02-October-2012","0.449","9.050","5.871","67.860","94.000","83.714","193.700","4.600","15.716",""
"Blackie AGCM","03-October-2012","-6.153","4.425","0.782","64.860","95.000","85.991","195.200","1.500","11.291",""
"Blackie AGCM","04-October-2012","-10.010","8.340","-1.591","34.120","94.700","74.605","195.300","0.100","3.063",""
"Blackie AGCM","05-October-2012","-4.963","8.740","0.788","32.230","94.400","68.212","195.300","0.000","5.147",""
"Blackie AGCM","06-October-2012","-3.110","15.110","6.265","36.560","93.200","65.060","195.300","0.000","9.829",""
"Blackie AGCM","07-October-2012","-4.869","20.540","8.348","21.120","97.200","60.048","195.300","0.000","8.942",""
"Blackie AGCM","08-October-2012","-1.235","10.520","4.706","68.920","95.600","86.330","199.100","3.800","7.966",""
"Blackie AGCM","09-October-2012","0.785","16.720","5.968","28.850","95.400","73.360","199.300","0.200","5.253",""
"Blackie AGCM","10-October-2012","-2.133","6.663","1.995","71.900","92.600","84.907","199.700","0.400","11.539",""
"Blackie AGCM","11-October-2012","-2.770","5.072","0.253","72.210","95.300","87.518","200.000","0.300","14.634",""
"Blackie AGCM","12-October-2012","0.566","20.100","7.349","23.780","95.300","70.497","200.000","0.000","5.543",""
"Blackie AGCM","13-October-2012","-1.009","19.620","9.081","22.780","96.100","61.697","200.000","0.000","7.027",""
"Blackie AGCM","14-October-2012","0.169","19.710","11.007","30.620","82.900","56.239","200.000","0.000","11.788",""
"Blackie AGCM","15-October-2012","3.924","20.780","12.288","22.760","75.160","47.445","200.000","0.000","8.262",""
"Blackie AGCM","16-October-2012","-2.719","12.690","6.908","48.730","92.300","71.188","203.000","3.000","12.554",""
"Blackie AGCM","17-October-2012","-7.073","10.030","1.091","18.470","86.600","54.250","203.100","0.100","7.993",""
"Blackie AGCM","18-October-2012","-8.470","16.350","3.961","25.330","81.300","56.328","203.100","0.000","7.975",""
"Blackie AGCM","19-October-2012","5.720","17.560","11.469","28.750","61.400","44.566","203.100","0.000","16.571",""
"Blackie AGCM","20-October-2012","-3.520","10.010","0.907","69.210","96.400","88.303","205.800","2.700","8.937",""
"Blackie AGCM","21-October-2012","-4.238","-1.999","-2.780","77.620","94.800","85.914","206.800","1.000","7.012",""
"Blackie AGCM","22-October-2012","-5.151","-2.847","-4.120","84.200","95.200","91.558","213.300","6.500","8.616",""
"Blackie AGCM","23-October-2012","-9.420","-5.113","-6.482","78.100","94.000","88.485","217.700","4.400","17.292",""
"Blackie AGCM","24-October-2012","-12.570","-4.384","-7.562","70.380","93.000","82.496","217.700","0.000","9.404",""
"Blackie AGCM","25-October-2012","-8.320","-2.603","-5.488","71.490","88.300","82.233","217.700","0.000","4.835",""
"Blackie AGCM","26-October-2012","-11.390","-3.546","-7.508","68.910","92.900","85.084","217.800","0.100","6.743",""
"Blackie AGCM","27-October-2012","-9.830","-6.117","-7.281","87.300","94.500","92.483","218.000","0.200","10.755",""
"Blackie AGCM","28-October-2012","-7.955","6.769","-2.919","55.400","96.100","87.046","218.100","0.100","6.738",""
"Blackie AGCM","29-October-2012","-3.677","-0.509","-2.379","95.500","97.200","96.213","218.300","0.200","7.686",""
"Blackie AGCM","30-October-2012","-7.725","9.400","-1.267","46.840","97.500","85.639","218.400","0.100","10.928",""
"Blackie AGCM","31-October-2012","-6.741","-2.261","-4.960","88.800","96.600","93.708","219.800","1.400","12.229",""
"Blackie AGCM","01-November-2012","-2.269","-0.382","-1.455","96.100","97.600","96.996","220.100","0.300","9.496",""
"Blackie AGCM","02-November-2012","-2.746","0.278","-1.005","94.000","97.700","96.250","220.500","0.400","4.797",""
"Blackie AGCM","03-November-2012","-1.611","6.591","1.060","66.900","97.800","90.208","220.600","0.100","9.809",""
"Blackie AGCM","04-November-2012","-5.477","7.804","3.166","72.060","94.900","81.319","220.700","0.100","7.188",""
"Blackie AGCM","05-November-2012","-3.446","13.710","7.478","51.910","96.000","68.711","220.700","0.000","11.549",""
"Blackie AGCM","06-November-2012","-4.367","6.483","-0.046","51.990","94.300","82.607","220.700","0.000","5.282",""
"Blackie AGCM","07-November-2012","-6.383","1.233","-2.105","70.840","96.300","86.491","220.700","0.000","11.136",""
"Blackie AGCM","08-November-2012","-11.450","-3.438","-6.428","85.100","93.900","89.904","225.900","5.200","13.778",""
"Blackie AGCM","09-November-2012","-16.330","-10.830","-12.122","84.900","89.000","87.112","228.400","2.500","14.947",""
"Blackie AGCM","10-November-2012","-30.790","-14.850","-19.105","70.620","85.800","79.862","228.700","0.300","5.011",""
"Blackie AGCM","11-November-2012","-32.470","-7.666","-21.638","68.790","89.000","76.055","228.800","0.100","1.487",""
"Blackie AGCM","12-November-2012","-13.920","2.693","-4.080","56.300","90.800","70.906","228.800","0.000","4.276",""
"Blackie AGCM","13-November-2012","-8.070","3.550","-1.145","51.800","83.900","67.175","228.800","0.000","6.064",""
"Blackie AGCM","14-November-2012","-12.920","4.420","-1.787","56.820","91.600","71.378","228.800","0.000","6.399",""
"Blackie AGCM","15-November-2012","-14.020","2.327","-7.996","54.960","94.600","80.075","228.800","0.000","3.319",""
"Blackie AGCM","16-November-2012","-15.950","4.057","-6.282","53.420","88.900","74.764","228.800","0.000","3.480",""
"Blackie AGCM","17-November-2012","-5.561","4.639","0.864","65.810","85.700","75.505","228.800","0.000","12.571",""
"Blackie AGCM","18-November-2012","-2.414","7.551","2.811","48.100","82.200","67.357","228.800","0.000","15.065",""
"Blackie AGCM","19-November-2012","-0.616","9.370","4.071","47.820","74.380","62.347","228.800","0.000","15.748",""
"Blackie AGCM","20-November-2012","-8.970","9.090","-2.675","55.590","94.600","82.970","228.800","0.000","15.348",""
"Blackie AGCM","21-November-2012","-13.260","-8.760","-10.390","87.000","92.700","90.625","229.800","1.000","7.431",""
"Blackie AGCM","22-November-2012","-15.440","-8.510","-12.392","74.940","88.000","83.973","229.900","0.100","5.988",""
"Blackie AGCM","23-November-2012","-10.670","8.670","-0.583","49.210","90.500","72.957","229.900","0.000","7.436",""
"Blackie AGCM","24-November-2012","-7.053","5.118","-1.779","49.660","94.500","80.411","229.900","0.000","4.855",""
"Blackie AGCM","25-November-2012","-11.280","-0.861","-6.509","76.170","94.400","89.680","229.900","0.000","6.523",""
"Blackie AGCM","26-November-2012","-14.140","0.024","-8.096","49.330","90.300","80.465","229.900","0.000","2.438",""
"Blackie AGCM","27-November-2012","-12.440","-1.486","-7.439","64.200","91.200","82.245","229.900","0.000","2.757",""
"Blackie AGCM","28-November-2012","-10.820","-3.137","-7.178","74.920","92.000","83.940","229.900","0.000","10.161",""
"Blackie AGCM","29-November-2012","-12.730","-7.860","-10.436","88.100","92.300","90.521","229.900","0.000","7.658",""
"Blackie AGCM","30-November-2012","-12.940","-7.640","-10.498","85.900","92.400","89.679","230.100","0.200","8.342",""
"Blackie AGCM","01-December-2012","-13.590","-5.749","-9.801","88.500","94.200","91.237","230.200","0.100","6.814",""
"Blackie AGCM","02-December-2012","-13.770","-7.451","-10.843","87.600","90.800","90.179","232.700","2.500","5.942",""
"Blackie AGCM","03-December-2012","-19.110","4.727","-9.328","62.670","92.600","83.344","232.700","0.000","3.561",""
"Blackie AGCM","04-December-2012","-5.023","7.875","1.843","53.810","82.300","68.453","232.700","0.000","14.858",""
"Blackie AGCM","05-December-2012","-8.460","6.334","-1.203","52.110","96.100","73.610","235.800","3.100","9.186",""
"Blackie AGCM","06-December-2012","-13.330","1.284","-5.959","43.310","85.600","66.768","235.900","0.100","3.909",""
"Blackie AGCM","07-December-2012","-20.500","-4.340","-13.732","72.180","89.000","84.123","235.900","0.000","4.497",""
"Blackie AGCM","08-December-2012","-24.520","-13.070","-16.650","76.990","87.000","81.686","236.000","0.100","10.264",""
"Blackie AGCM","09-December-2012","-27.180","-1.127","-15.123","52.340","90.300","73.406","236.000","0.000","3.657",""
"Blackie AGCM","10-December-2012","-9.910","1.333","-5.341","38.760","88.600","69.795","236.000","0.000","6.004",""
"Blackie AGCM","11-December-2012","-11.030","3.301","-2.414","53.100","85.200","67.169","236.000","0.000","6.055",""
"Blackie AGCM","12-December-2012","-17.780","-4.983","-11.551","78.880","92.600","84.754","237.100","1.100","6.965",""
"Blackie AGCM","13-December-2012","-25.010","2.183","-10.442","41.620","89.400","69.577","237.200","0.100","5.466",""
"Blackie AGCM","14-December-2012","-14.750","0.859","-3.688","51.480","90.500","64.679","237.200","0.000","7.107",""
"Blackie AGCM","15-December-2012","-24.440","-3.169","-12.779","55.870","90.500","75.595","237.200","0.000","4.246",""
"Blackie AGCM","16-December-2012","-12.520","1.434","-4.845","39.000","76.210","58.221","237.200","0.000","7.155",""
"Blackie AGCM","17-December-2012","-11.190","-4.616","-7.483","74.420","91.800","83.423","237.200","0.000","7.202",""
"Blackie AGCM","18-December-2012","-21.070","-6.464","-11.009","66.580","91.300","82.785","237.200","0.000","4.246",""
"Blackie AGCM","19-December-2012","-25.460","-1.014","-13.738","33.090","88.000","67.637","237.300","0.100","4.702",""
"Blackie AGCM","20-December-2012","-7.323","5.133","-0.748","43.900","65.540","53.844","237.300","0.000","9.753",""
"Blackie AGCM","21-December-2012","-19.350","0.530","-16.417","57.970","83.700","74.620","237.800","0.500","10.283",""
"Blackie AGCM","22-December-2012","-21.870","-17.880","-19.260","77.150","81.800","79.817","243.800","6.000","6.003",""
"Blackie AGCM","23-December-2012","-27.810","-18.650","-22.890","73.060","83.700","78.077","244.100","0.300","3.355",""
"Blackie AGCM","24-December-2012","-28.430","-19.820","-22.819","73.050","80.800","78.880","244.300","0.200","5.068",""
"Blackie AGCM","25-December-2012","-29.530","-21.190","-25.243","72.270","79.090","76.445","244.300","0.000","2.611",""
"Blackie AGCM","26-December-2012","-29.830","-18.160","-23.712","71.510","80.500","77.626","244.400","0.100","2.928",""
"Blackie AGCM","27-December-2012","-30.820","-14.970","-25.108","71.110","80.200","75.498","244.400","0.000","1.713",""
"Blackie AGCM","28-December-2012","-28.910","-1.626","-15.604","59.320","85.100","76.119","244.400","0.000","1.390",""
"Blackie AGCM","29-December-2012","-11.820","-3.071","-7.522","69.120","94.800","81.125","244.400","0.000","3.776",""
"Blackie AGCM","30-December-2012","-19.010","-5.167","-12.407","56.730","91.900","81.107","244.400","0.000","2.457",""
"Blackie AGCM","31-December-2012","-18.240","0.951","-5.326","58.050","90.000","75.423","244.400","0.000","3.904",""
"Blackie AGCM","01-January-2013","-16.740","-0.579","-7.766","47.430","93.400","77.705","244.400","0.000","4.844",""
"Blackie AGCM","02-January-2013","-19.130","-4.858","-12.718","44.750","88.600","72.443","244.400","0.000","3.388",""
"Blackie AGCM","03-January-2013","-18.820","4.023","-8.150","37.570","89.600","64.220","244.400","0.000","3.095",""
"Blackie AGCM","04-January-2013","-16.830","2.779","-6.748","46.930","86.700","69.137","244.400","0.000","4.440",""
"Blackie AGCM","05-January-2013","-18.920","-3.449","-11.676","58.320","89.200","76.056","244.400","0.000","2.613",""
"Blackie AGCM","06-January-2013","-10.000","3.211","-1.125","49.750","78.500","59.920","244.400","0.000","14.196",""
"Blackie AGCM","07-January-2013","-16.530","2.031","-6.064","51.700","86.700","70.557","244.400","0.000","8.440",""
"Blackie AGCM","08-January-2013","-8.780","-0.354","-3.824","45.430","75.780","61.536","244.400","0.000","6.929",""
"Blackie AGCM","09-January-2013","-10.800","5.967","-0.882","47.670","89.700","72.971","244.400","0.000","17.382",""
"Blackie AGCM","10-January-2013","-13.320","-4.999","-9.526","82.400","91.100","85.792","245.300","0.900","20.950",""
"Blackie AGCM","11-January-2013","-26.820","-11.670","-16.612","73.030","86.200","83.049","245.500","0.200","8.545",""
"Blackie AGCM","12-January-2013","-28.000","-6.864","-14.283","60.420","83.900","74.487","245.600","0.100","5.889",""
"Blackie AGCM","13-January-2013","-15.700","-5.288","-10.862","73.530","90.600","84.088","246.300","0.700","3.878",""
"Blackie AGCM","14-January-2013","-15.110","2.126","-6.519","68.380","91.600","83.819","247.300","1.000","4.919",""
"Blackie AGCM","15-January-2013","-1.673","6.522","3.176","44.050","75.810","56.967","247.300","0.000","15.001",""
"Blackie AGCM","16-January-2013","-9.150","4.457","-0.015","42.750","95.800","64.376","247.400","0.100","9.065",""
"Blackie AGCM","17-January-2013","-11.920","7.922","0.095","42.010","93.600","66.608","247.400","0.000","10.067",""
"Blackie AGCM","18-January-2013","-4.708","9.950","3.023","38.860","86.400","54.207","247.400","0.000","7.204",""
"Blackie AGCM","19-January-2013","-10.930","-3.259","-6.555","77.620","92.500","87.313","247.400","0.000","10.033",""
"Blackie AGCM","20-January-2013","-16.190","-7.583","-13.603","74.310","85.800","80.167","247.400","0.000","13.066",""
"Blackie AGCM","21-January-2013","-17.390","-6.623","-13.241","67.590","87.400","82.865","247.400","0.000","6.766",""
"Blackie AGCM","22-January-2013","-14.010","-8.260","-11.324","77.810","91.200","85.512","247.400","0.000","4.393",""
"Blackie AGCM","23-January-2013","-13.060","-8.580","-11.362","88.100","90.800","89.633","247.400","0.000","12.155",""
"Blackie AGCM","24-January-2013","-16.440","3.677","-5.530","57.560","89.400","75.093","247.500","0.100","7.010",""
"Blackie AGCM","25-January-2013","-7.556","8.240","0.074","39.410","83.200","62.937","247.500","0.000","7.234",""
