Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Min. (%),Humidity Max. (%),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h)
Champion AGDM,14-Apr-11,-2.259,8.21,1.5,42.62,100.1,81.407,73.4,17.6,9.132
Champion AGDM,15-Apr-11,-4.354,4.543,-0.061,52.95,93.2,75.245,73.4,0,11.551
Champion AGDM,16-Apr-11,-2.822,0.342,-1.709,78.7,98.4,91.962,79.6,6.2,8.872
Champion AGDM,17-Apr-11,-4.034,2.754,-2.144,52.05,98,82.669,84.7,5.1,8.605
Champion AGDM,18-Apr-11,-8.99,3.245,-2.555,50.41,97.1,77.979,84.9,0.2,5.867
Champion AGDM,19-Apr-11,-11.34,3.869,-2.908,43.54,95.5,74.683,84.9,0,5.664
Champion AGDM,20-Apr-11,-6.31,7.39,1.056,31.19,87.1,62.116,84.9,0,10.11
Champion AGDM,21-Apr-11,-5.442,7.77,2.215,33.47,90.1,64.112,84.9,0,8.217
Champion AGDM,22-Apr-11,-3.789,11.29,3.87,26.52,93,60.198,84.9,0,10.139
Champion AGDM,23-Apr-11,-3.324,12.42,4.838,20.52,86.4,50.52,84.9,0,9.247
Champion AGDM,24-Apr-11,-4.965,15.54,6.207,16.71,89.7,48.545,84.9,0,7.375
Champion AGDM,25-Apr-11,-3.254,14.67,6.512,22.41,91.5,52.606,84.9,0,13.883
Champion AGDM,26-Apr-11,-2.22,14.88,7.161,28.19,81.7,54.708,84.9,0,12.632
Champion AGDM,27-Apr-11,-0.21,14.85,6.961,20.13,88.1,52.516,84.9,0,12.828
Champion AGDM,28-Apr-11,-1.374,9.56,2.769,38.79,97.1,72.129,87.2,2.3,12.778
Champion AGDM,29-Apr-11,-1.809,9.26,2.626,41.31,98.9,83.445,93.7,6.5,20.308
Champion AGDM,30-Apr-11,-4.005,11.82,3.196,39.67,88.6,68.937,93.8,0.1,11.888
Champion AGDM,01-May-11,-2.061,13.93,6.56,21.93,91.3,51.968,93.8,0,8.483
Champion AGDM,02-May-11,-2.635,20.05,9.019,15.08,89.7,47.074,93.8,0,12.23
Champion AGDM,03-May-11,2.695,12.39,7.261,44.87,95.6,68.657,95.4,1.6,12.003
Champion AGDM,04-May-11,-2.293,16.33,7.209,19.55,97.6,55.09,95.5,0.1,10.341
Champion AGDM,05-May-11,-0.835,16.18,7.973,24.97,85.7,52.814,95.5,0,11.588
Champion AGDM,06-May-11,-2.297,13.6,6.631,37.5,93.5,68.015,95.5,0,9.594
Champion AGDM,07-May-11,-0.73,14.8,7.528,34.49,98.3,70.219,95.5,0,9.633
Champion AGDM,08-May-11,1.062,12.33,6.646,57.85,97.8,81.108,103.3,7.8,12.34
Champion AGDM,09-May-11,3.821,12.65,7.825,49.56,95.1,76.738,105.1,1.8,8.911
Champion AGDM,10-May-11,-0.212,18,9.338,26.32,97.9,61.922,105.2,0.1,6.938
Champion AGDM,11-May-11,1.146,22.16,12.405,19.72,84.8,47.69,105.2,0,15.823
Champion AGDM,12-May-11,3.168,22.74,13.386,26.7,84.8,49.983,105.2,0,16.943
Champion AGDM,13-May-11,1.794,18.27,11.401,25.74,80.5,54.964,105.2,0,13.936
Champion AGDM,14-May-11,1.693,17.16,10.342,15.57,91.4,47.993,105.2,0,15.775
Champion AGDM,15-May-11,-1.027,18.58,9.259,28.43,84.3,53.567,105.2,0,15.614
Champion AGDM,16-May-11,4.255,18.85,10.952,22.37,82.6,53.548,105.2,0,19.142
Champion AGDM,17-May-11,2.905,16.48,9.68,22.96,68.58,42.409,105.2,0,23.532
Champion AGDM,18-May-11,-1.675,18.31,9.908,23.69,89.7,48.691,105.2,0,11.39
Champion AGDM,19-May-11,7.19,13.78,9.594,63.8,98.4,86.372,118.1,12.9,14.5
Champion AGDM,20-May-11,6.777,17.36,11.466,49.24,94.7,77.296,118.1,0,11.76
Champion AGDM,21-May-11,7.47,20.86,13.653,33.43,87.4,64.839,118.1,0,9.522
Champion AGDM,22-May-11,10.01,18.73,13.243,53.22,93.7,79.336,125.3,7.2,7.259
Champion AGDM,23-May-11,5.325,14.42,10.425,81.2,98.4,94.567,131.1,5.8,11.097
Champion AGDM,24-May-11,4.146,6.318,5.226,91.5,98.9,96.196,135.6,4.5,15.067
Champion AGDM,25-May-11,4.255,12.59,7.786,79.4,99,93.462,137.8,2.2,8.562
Champion AGDM,26-May-11,6.187,9.68,7.93,92.1,99,96.092,164,26.2,15.342
Champion AGDM,27-May-11,4.257,7.78,6.026,83.5,99.1,93.225,173.2,9.2,14.817
Champion AGDM,28-May-11,4.528,15.03,9.303,37.01,95.9,72.376,173.5,0.3,16.043
Champion AGDM,29-May-11,0.528,14.58,8.385,35.06,90.2,61.847,173.6,0.1,9.289
Champion AGDM,30-May-11,1.489,16.1,9.177,31.59,91.5,62.644,173.6,0,6.811
Champion AGDM,31-May-11,2.065,16.58,10.801,32.22,95.3,61.87,173.6,0,7.804
Champion AGDM,01-Jun-11,5.022,17.99,11.699,42.89,91.1,70.219,173.6,0,11.945
Champion AGDM,02-Jun-11,6.312,15.73,11.464,47.06,85.4,67.942,173.6,0,18.017
Champion AGDM,03-Jun-11,9.15,19.66,12.936,38.2,96.7,67.095,181.9,8.3,20.758
Champion AGDM,04-Jun-11,4.228,18.64,10.502,51.6,96.3,80.674,182,0.1,12.383
Champion AGDM,05-Jun-11,4.446,22.52,14.35,29.85,96.4,66.817,182,0,10.348
Champion AGDM,06-Jun-11,9.57,14.46,11.306,66.96,95.2,81.275,182.3,0.3,14.168
Champion AGDM,07-Jun-11,8.88,13.73,10.69,68.87,97.9,87.399,192.5,10.2,11.582
Champion AGDM,08-Jun-11,7.67,14.61,10.838,55.16,97.7,79.625,192.5,0,8.627
Champion AGDM,09-Jun-11,7.9,16.94,12.121,50.34,96.3,73.664,192.7,0.2,9.795
Champion AGDM,10-Jun-11,4.569,22.85,14.377,30.19,97.1,63.445,192.8,0.1,10.45
Champion AGDM,11-Jun-11,7.03,14.41,11.217,67.11,96.1,81.228,192.8,0,21.441
Champion AGDM,12-Jun-11,4.366,20.85,13.375,30.22,97.5,66.997,192.8,0,6.275
Champion AGDM,13-Jun-11,6.052,21.83,14.039,27.39,94.6,62.685,192.8,0,9.664
Champion AGDM,14-Jun-11,6.299,22.27,14.567,22.76,94,56.655,192.8,0,9.999
Champion AGDM,15-Jun-11,8.42,11.64,9.981,68.32,93.3,83.903,204.6,11.8,13.598
Champion AGDM,16-Jun-11,7.45,10.24,8.668,88.9,97.6,93.175,215.6,11,15.545
Champion AGDM,17-Jun-11,7.73,16.72,11.409,55.83,95,81.005,215.8,0.2,15.457
Champion AGDM,18-Jun-11,6.58,16.61,11.275,53.44,96.6,79.833,222.5,6.7,19.376
Champion AGDM,19-Jun-11,8.36,18.12,12.844,62.99,97,81.802,227.2,4.7,11.996
Champion AGDM,20-Jun-11,9.77,20.86,14.442,52.08,94.9,75.942,227.2,0,8.133
Champion AGDM,21-Jun-11,7.88,23.05,15.985,33.63,96.8,67.029,227.2,0,5.158
Champion AGDM,22-Jun-11,9.68,23.99,17.06,30.58,97.2,65.836,227.2,0,7.811
Champion AGDM,23-Jun-11,11.15,26.57,17.657,31.89,88.5,56.888,227.2,0,15.317
Champion AGDM,24-Jun-11,5.936,19.58,13.377,25.36,81.8,50.223,227.3,0.1,19.569
Champion AGDM,25-Jun-11,1.553,20.09,11.953,23.79,90.2,52.147,227.4,0.1,11.27
Champion AGDM,26-Jun-11,3.65,18.42,11.128,54.86,93.5,78.579,232.8,5.4,14.096
Champion AGDM,27-Jun-11,5.238,22.87,14.873,32.26,99.1,67.011,232.8,0,9.912
Champion AGDM,28-Jun-11,12.43,25.51,19.395,41.24,70.96,56.174,232.8,0,8.525
Champion AGDM,29-Jun-11,13.89,24.61,20.095,38.65,64.57,48.779,232.8,0,18.341
Champion AGDM,30-Jun-11,9.53,20.4,15.854,34.05,70.63,51.931,232.8,0,19.112
Champion AGDM,01-Jul-11,6.772,20.87,14.051,30.17,78.4,52.11,232.8,0,10.496
Champion AGDM,02-Jul-11,4.119,24.41,15.295,30.01,88.7,59.007,232.8,0,7.017
Champion AGDM,03-Jul-11,6.86,26.39,16.882,30.88,87.1,56.323,232.8,0,15.099
Champion AGDM,04-Jul-11,7.2,23.04,15.982,39.57,91.1,65.222,232.8,0,9.433
Champion AGDM,05-Jul-11,7.12,25.94,17.13,26.14,95.7,64.195,232.8,0,7.61
Champion AGDM,06-Jul-11,9.19,27.91,18.966,29.19,89,60.265,232.8,0,5.485
Champion AGDM,07-Jul-11,9.07,29.17,20.539,26.2,97.8,58.523,232.8,0,9.628
Champion AGDM,08-Jul-11,10.34,20.43,15.918,26.09,81.7,43.81,232.8,0,20.65
Champion AGDM,09-Jul-11,6.075,21.9,14.835,30.55,81.1,49.582,232.8,0,13.179
Champion AGDM,10-Jul-11,3.956,22.88,14.465,34.31,97.4,67.055,232.8,0,5.95
Champion AGDM,11-Jul-11,10.02,22.98,16.195,51.1,97.7,77.424,236.3,3.5,9.021
Champion AGDM,12-Jul-11,11.98,21.1,15.611,67.91,98.9,89.354,268.7,32.4,7.151
Champion AGDM,13-Jul-11,13.07,23.36,17.044,61.22,99.6,88.272,273.6,4.9,7.285
Champion AGDM,14-Jul-11,10.01,22.06,16.543,41.18,98.2,66.16,273.8,0.2,10.337
Champion AGDM,15-Jul-11,8.5,21.67,15.258,39.97,85.9,58.433,273.8,0,15.976
Champion AGDM,16-Jul-11,5.88,24.54,16.211,38.1,91.9,65.083,274.3,0.5,6.391
Champion AGDM,17-Jul-11,10.76,26.43,19.011,44.59,96.8,74.655,274.4,0.1,7.628
Champion AGDM,18-Jul-11,14.04,29.71,21.69,48.27,96.3,74.236,274.4,0,6.839
Champion AGDM,19-Jul-11,12.12,26.99,18.385,42.92,93.9,70.467,281.7,7.3,8.889
Champion AGDM,20-Jul-11,9.13,20.97,14.998,45.54,96.3,71.41,284.8,3.1,10.875
Champion AGDM,21-Jul-11,6.835,21.43,14.208,44.99,93.1,69.377,284.8,0,12.571
Champion AGDM,22-Jul-11,8.05,15.92,11.012,67.52,97.3,83.703,291.8,7,9.233
Champion AGDM,23-Jul-11,3.902,21.96,13.476,36.15,98.6,69.212,291.9,0.1,4.728
Champion AGDM,24-Jul-11,5.049,24.59,15.856,36.9,97.1,69.742,291.9,0,6.204
Champion AGDM,25-Jul-11,8.33,25,16.747,42.4,96.9,74.307,295.2,3.3,6.722
Champion AGDM,26-Jul-11,9.62,20.86,14.053,56.59,95.6,81.472,296.3,1.1,9.989
Champion AGDM,27-Jul-11,8.55,19.88,13.37,63.97,97.9,84.366,299.8,3.5,6.732
Champion AGDM,28-Jul-11,5.94,23.2,15.506,35.98,98.1,69.708,300,0.2,5.429
Champion AGDM,29-Jul-11,8.42,25.77,16.779,37.12,94.8,68.156,300,0,6.892
Champion AGDM,30-Jul-11,5.697,26.49,16.263,37.23,98.7,70.062,300,0,9.049
Champion AGDM,31-Jul-11,9,28.13,19.474,28.69,84.8,53.69,300,0,11.095
Champion AGDM,01-Aug-11,9.65,24.73,17.475,48.13,99.1,73.465,300,0,7.057
Champion AGDM,02-Aug-11,6.89,26.33,17.155,25.1,97.8,64.024,300,0,6.604
Champion AGDM,03-Aug-11,8.93,25.14,17.01,38.23,94.6,71.325,300,0,5.977
Champion AGDM,04-Aug-11,9.05,23.63,16.963,49.09,97.4,73.294,301.8,1.8,7.414
Champion AGDM,05-Aug-11,9.21,26.16,17.218,44.85,95.5,75.161,301.8,0,4.672
Champion AGDM,06-Aug-11,7.95,24.62,16.395,46.91,98.2,76.123,301.8,0,7.33
Champion AGDM,07-Aug-11,7.27,21.14,14.741,41.17,96.3,69.313,301.8,0,10.384
Champion AGDM,08-Aug-11,9.81,24.09,16.801,37.89,94.9,69.007,301.8,0,5.012
Champion AGDM,09-Aug-11,8.28,26.42,16.88,34.3,96.2,68.203,301.8,0,5.005
Champion AGDM,10-Aug-11,8.94,25.74,16.494,35.63,96.4,68.437,301.8,0,7.142
Champion AGDM,11-Aug-11,10.55,21.16,14.068,61.73,96.6,85.141,303.6,1.8,6.327
Champion AGDM,12-Aug-11,7.02,24.29,15.48,44.59,99.1,76.822,303.8,0.2,5.852
Champion AGDM,13-Aug-11,7.29,28.85,18.258,26.28,98.2,64.432,303.8,0,7.581
Champion AGDM,14-Aug-11,9.6,28.19,19.072,19.47,81.2,49.412,303.8,0,10.836
Champion AGDM,15-Aug-11,4.87,21.51,12.541,54.96,98.3,79.742,307.1,3.3,10.221
Champion AGDM,16-Aug-11,0.91,23.31,12.457,23.69,99.1,64.101,307.4,0.3,4.801
Champion AGDM,17-Aug-11,4.48,26.33,15.804,23.62,92.5,56.91,307.4,0,8.582
Champion AGDM,18-Aug-11,6.526,18.34,11.945,44.23,95.9,73.713,307.4,0,7.412
Champion AGDM,19-Aug-11,3.063,21.31,12.496,24.88,96.1,66.168,307.6,0.2,7.175
Champion AGDM,20-Aug-11,1.7,25.79,14.407,24.79,97.1,62.282,307.6,0,4.324
Champion AGDM,21-Aug-11,4.971,32.15,18.221,17.1,93.6,56.428,307.6,0,5.582
Champion AGDM,22-Aug-11,9.65,31.81,21.064,15.07,80.8,42.034,307.6,0,12.26
Champion AGDM,23-Aug-11,10.83,26.73,18.166,29.9,80,50.688,307.6,0,8.71
Champion AGDM,24-Aug-11,5.106,31.35,18.684,23.13,95.8,56.077,307.6,0,9.432
Champion AGDM,25-Aug-11,10.83,25.8,17.298,37.46,90,66.838,307.6,0,7.603
Champion AGDM,26-Aug-11,5.214,26.86,16.155,36.11,95.5,65.166,307.6,0,6.516
Champion AGDM,27-Aug-11,10.22,30.71,19.395,24.04,96.4,61.723,307.6,0,5.874
Champion AGDM,28-Aug-11,10.88,27.78,18.367,32.85,95.1,62.983,307.6,0,8.942
Champion AGDM,29-Aug-11,8.17,32.9,19.752,12.9,91.8,56.608,307.6,0,8.656
Champion AGDM,30-Aug-11,8.82,22.31,13.812,37.34,95.2,74.326,308.4,0.8,10.867
Champion AGDM,31-Aug-11,7.24,10.14,9.017,87.4,98.5,94.133,311.9,3.5,9.474
Champion AGDM,01-Sep-11,5.708,18.9,11.134,32.47,98.6,73.225,315,3.1,10.966
Champion AGDM,02-Sep-11,3.227,16.29,9.648,39.9,96.5,73.001,316,1,11.915
Champion AGDM,03-Sep-11,0.439,19.06,10.062,29.15,95.7,66.29,316.1,0.1,7.111
Champion AGDM,04-Sep-11,1.297,29.06,14.118,13.58,97.1,55.482,316.1,0,7.227
Champion AGDM,05-Sep-11,4.793,29.6,17.243,13.06,87.6,44.085,316.1,0,6.58
Champion AGDM,06-Sep-11,7.13,29.35,18.663,13.15,68.97,37.875,316.1,0,7.763
Champion AGDM,07-Sep-11,3.685,30.29,17.289,12.19,87.7,46.988,316.1,0,3.935
Champion AGDM,08-Sep-11,7.72,30.9,17.968,11.04,77,45.053,316.1,0,6.02
Champion AGDM,09-Sep-11,11.23,30.65,19.499,15.43,64.31,41.874,316.1,0,7.88
Champion AGDM,10-Sep-11,8.85,27.46,17.522,23.83,72.4,48.503,316.1,0,9.518
Champion AGDM,11-Sep-11,5.657,29.22,15.598,17.7,94.6,61.316,316.1,0,12.295
Champion AGDM,12-Sep-11,7.22,19.33,12.664,43.22,88.9,68.868,316.1,0,9.136
Champion AGDM,13-Sep-11,9.11,12.12,10.742,54.69,84,68.868,316.1,0,7.505
Champion AGDM,14-Sep-11,2.531,19.07,10.848,35.69,79.8,58.108,316.1,0,12.575
Champion AGDM,15-Sep-11,1.753,26.98,13.082,24.21,92.8,62.178,316.1,0,10.975
Champion AGDM,16-Sep-11,8.77,21.89,15.175,17.5,67.88,39.669,316.1,0,13.132
Champion AGDM,17-Sep-11,2.229,19.59,10.911,22.19,82.6,49.638,316.1,0,10.035
Champion AGDM,18-Sep-11,-0.678,22.48,10.912,24.31,90,53.901,316.2,0.1,13.391
Champion AGDM,19-Sep-11,3.629,15.43,10.053,33.9,93.8,60.658,316.2,0,13.877
Champion AGDM,20-Sep-11,1.251,17.9,9.042,29.85,85.1,57.623,316.3,0.1,10.667
Champion AGDM,21-Sep-11,-0.29,28.89,13.098,11.36,96,53.502,316.3,0,10.744
Champion AGDM,22-Sep-11,12.71,26.28,19.787,20.06,46.99,30.263,316.3,0,21.207
Champion AGDM,23-Sep-11,15.1,30.77,21.976,20.54,49.78,34.101,316.3,0,20.127
Champion AGDM,24-Sep-11,10.64,32.47,20.683,10.39,54.45,31.178,316.3,0,11.991
Champion AGDM,25-Sep-11,5.41,30.82,17.511,11.77,74.8,39.952,316.3,0,16.897
Champion AGDM,26-Sep-11,9.35,20.65,15.437,16.62,52.24,35.282,316.3,0,23.075
